pl_name,hostname,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
K2-266 c,K2-266,Transit,7.814,0.0019,-0.0016,0.00091,0.00054,-0.00054,0.00091,0.00053,-0.00035,0.063,0.009,-0.008,0.0679,0.0011,-0.0011,0.042,0.043,-0.03
K2-266 d,K2-266,Transit,14.69891247,0.00091513,-0.00091513,,,,,,,0.29,0.076,-0.076,,,,,,
K2-266 d,K2-266,Transit,14.697,0.00034,-0.00035,0.028,0.01793,-0.01196,0.02958,0.00912,-0.00629,0.261,0.012,-0.011,0.1035,0.0016,-0.0017,0.047,0.043,-0.032
K2-266 e,K2-266,Transit,19.48482567,0.00057869,-0.00057869,,,,,,,0.309,0.032,-0.032,,,,,,
K2-266 e,K2-266,Transit,19.482,0.0012,-0.0012,0.04499,0.02014,-0.01573,0.02611,0.0085,-0.00566,0.244,0.012,-0.01,0.1249,0.0019,-0.002,0.043,0.036,-0.03
K2-27 b,K2-27,Transit,6.77131,0.00012,-0.00012,,,,,,,0.515,0.289,-0.289,,,,,,
K2-27 b,K2-27,Transit,6.77145,0.00013,-0.00013,0.09156,0.0236,-0.02328,,,,0.397,0.029,-0.029,,,,0.16,0.1,-0.09
K2-27 b,K2-27,Transit,6.771315,8.5e-05,-8.5e-05,0.09722,0.01447,-0.01447,,,,0.4,0.021,-0.021,0.06702,0.00071,-0.00071,0.251,0.088,-0.088
K2-27 b,K2-27,Transit,6.771389,5.9e-05,-6.2e-05,,,,,,,0.409,0.022,-0.014,,,,,,
K2-27 b,K2-27,Transit,6.771315,7.9e-05,-7.9e-05,,,,,,,0.478,0.088,-0.088,0.0703,0.0028,-0.0028,,,
K2-27 b,K2-27,Transit,6.771375,5.3e-05,-5.3e-05,,,,,,,0.451,0.037,-0.028,,,,,,
K2-27 b,K2-27,Transit,6.77093147,,,,,,,,,,,,,,,,,
K2-27 b,K2-27,Transit,6.7713411,8.4e-06,-8.4e-06,,,,,,,0.453,0.031,-0.031,,,,,,
K2-27 b,K2-27,Transit,6.7714021,,,,,,,,,0.418,,,,,,,,
K2-288 B b,K2-288 B,Transit,31.3888,0.001,-0.0011,,,,,,,0.112,0.028,-0.038,,,,,,
K2-288 B b,K2-288 B,Transit,31.393463,6.7e-05,-6.9e-05,,,,,,,0.17,0.027,-0.027,0.164,0.03,-0.03,,,
K2-29 b,K2-29,Transit,3.258824,9e-06,-9e-06,,,,,,,1.076,0.058,-0.042,,,,,,
K2-29 b,K2-29,Transit,3.2591993,,,,,,,,,,,,,,,,,
K2-29 b,K2-29,Transit,3.25881103,3.331e-05,-3.331e-05,,,,,,,1.148,0.096,-0.096,,,,,,
K2-29 b,K2-29,Transit,3.2588321,1.9e-06,-1.9e-06,0.73,0.04,-0.04,,,,1.19,0.02,-0.02,0.04217,0.00024,-0.00024,0.066,0.022,-0.022
K2-29 b,K2-29,Transit,3.258768,1.4e-05,-1.4e-05,,,,,,,1.019,0.037,-0.037,0.04214,0.00045,-0.00045,,,
K2-29 b,K2-29,Transit,3.258813,5.3e-06,-5.8e-06,,,,,,,1.015,0.078,-0.056,,,,,,
K2-29 b,K2-29,Transit,3.2589263,1.5e-06,-1.5e-06,0.613,0.027,-0.026,,,,1.0,0.071,-0.067,0.04097,0.00064,-0.00064,0.084,0.032,-0.023
K2-29 b,K2-29,Transit,3.2588315,9e-07,-9e-07,,,,,,,,,,,,,,,
K2-290 b,K2-290,Transit,9.21165,0.00033,-0.00034,0.0343,,,,,,0.273,0.014,-0.014,0.0923,0.0066,-0.0066,0.0,,
K2-290 c,K2-290,Transit,48.36685,0.00041,-0.0004,0.774,0.047,-0.047,,,,1.006,0.05,-0.05,0.305,0.017,-0.017,0.0,,
K2-31 b,K2-31,Transit,1.2578493,,,,,,,,,0.624,,,,,,,,
K2-31 b,K2-31,Transit,1.2578332,,,,,,,,,,,,,,,,,
K2-31 b,K2-31,Transit,1.25785,2e-06,-2e-06,1.774,0.079,-0.079,,,,1.06,0.35,-0.35,0.022,0.0018,-0.0018,0.0,,
K2-31 b,K2-31,Transit,1.25785,2e-06,-2e-06,1.85665,0.08086,-0.08149,,,,,,,,,,0.0,,
K2-31 b,K2-31,Transit,1.2578542,2.7e-06,-2.7e-06,,,,,,,3.033,1.16,-1.16,0.02258,0.00023,-0.00023,,,
K2-32 b,K2-32,Transit,8.99218,0.0002,-0.0002,,,,,,,0.48,0.031,-0.031,0.0808,0.0013,-0.0013,,,
K2-32 b,K2-32,Transit,8.992,8e-05,-8e-05,0.0472,0.00566,-0.00535,,,,0.473,0.017,-0.017,0.0795,0.00066,-0.00062,0.03,0.032,-0.021
K2-32 b,K2-32,Transit,8.99213,0.00015,-0.00015,,,,,,,0.501,0.04,-0.04,0.0811,0.00092,-0.00092,,,
K2-32 b,K2-32,Transit,8.991828,8.3e-05,-8.4e-05,,,,,,,0.443,0.029,-0.024,0.08035,0.00089,-0.00089,,,
K2-32 b,K2-32,Transit,8.99002105,,,,,,,,,,,,,,,,,
K2-32 b,K2-32,Transit,8.991942,0.000158,-0.000156,,,,,,,0.461,0.018,-0.014,,,,,,
K2-32 b,K2-32,Transit,8.992018,8.1e-05,-8.4e-05,,,,,,,0.439,0.029,-0.035,,,,,,
K2-32 b,K2-32,Transit,8.99218,0.0002,-0.0002,0.06639,0.01856,-0.01856,,,,0.48,0.031,-0.031,,,,0.0,,
K2-32 b,K2-32,Transit,8.9919156,,,,,,,,,0.427,,,,,,,,
K2-32 b,K2-32,Transit,8.99213,0.00016,-0.00016,0.05191,0.0085,-0.0085,,,,0.458,0.025,-0.025,0.08036,0.00088,-0.00088,0.0,,
K2-32 c,K2-32,Transit,20.6602,0.0017,-0.0017,0.03807,,,,,,0.269,0.022,-0.022,0.1399,0.0015,-0.0015,0.0,,
K2-32 c,K2-32,Transit,20.661623,0.001762,-0.001721,,,,,,,0.278,0.016,-0.011,,,,,,
K2-32 c,K2-32,Transit,20.66093,0.0008,-0.00079,0.02549,0.00755,-0.00755,,,,0.28,0.011,-0.009,0.13843,0.00115,-0.00108,0.049,0.046,-0.035
K2-32 c,K2-32,Transit,20.6602,0.0016,-0.0016,,,,,,,0.296,0.029,-0.029,0.1412,0.0016,-0.0016,,,
K2-32 c,K2-32,Transit,20.66178,0.0007,-0.00068,,,,,,,0.244,0.015,-0.03,,,,,,
K2-32 c,K2-32,Transit,20.66186,0.00102,-0.00098,,,,,,,0.244,0.018,-0.014,0.1399,0.0016,-0.0016,,,
K2-32 c,K2-32,Transit,20.660987,,,,,,,,,0.257,,,,,,,,
K2-32 c,K2-32,Transit,20.65614,0.00598,-0.00598,,,,,,,0.31,0.087,-0.037,0.1407,0.0024,-0.0024,,,
K2-32 c,K2-32,Transit,20.65614,0.00598,-0.00598,0.02549,,,,,,0.31,0.087,-0.037,,,,0.0,,
K2-32 d,K2-32,Transit,31.7236,0.0013,-0.0011,,,,,,,0.28,0.016,-0.03,,,,,,
K2-32 d,K2-32,Transit,31.71701,0.00101,-0.00096,0.02108,0.00787,-0.00787,,,,0.311,0.01,-0.012,0.18422,0.00152,-0.00144,0.05,0.053,-0.035
K2-32 d,K2-32,Transit,31.71922,0.00236,-0.00236,0.11012,,,,,,0.335,0.036,-0.036,,,,0.0,,
K2-32 d,K2-32,Transit,31.715868,,,,,,,,,0.279,,,,,,,,
K2-32 d,K2-32,Transit,31.7142,0.0011,-0.001,,,,,,,0.292,0.021,-0.017,0.1862,0.0021,-0.0021,,,
K2-32 d,K2-32,Transit,31.7154,0.002,-0.002,,,,,,,0.336,0.037,-0.037,0.1879,0.0021,-0.0021,,,
K2-32 d,K2-32,Transit,31.71922,0.00236,-0.00236,,,,,,,0.335,0.036,-0.036,0.1873,0.0031,-0.0031,,,
K2-32 d,K2-32,Transit,31.715061,0.002567,-0.002158,,,,,,,0.305,0.023,-0.013,,,,,,
K2-32 d,K2-32,Transit,31.7154,0.0022,-0.0022,0.03241,0.01479,-0.01479,,,,0.306,0.031,-0.031,0.1862,0.002,-0.002,0.0,,
K2-32 e,K2-32,Transit,4.34882,0.00069,-0.00075,,,,,,,0.09,0.009,-0.008,0.04951,0.00055,-0.00055,,,
K2-32 e,K2-32,Transit,4.3491,0.00063,-0.00057,,,,,,,0.2,0.098,-0.15,,,,,,
K2-32 e,K2-32,Transit,4.34934,0.00039,-0.00039,0.00661,0.00409,-0.00346,,,,0.108,0.005,-0.004,0.04899,0.00041,-0.00038,0.043,0.048,-0.03
KELT-15 b,KELT-15,Transit,3.32946492,8.8e-07,-8.8e-07,,,,,,,1.43,0.061,-0.061,,,,,,
KELT-15 b,KELT-15,Transit,3.329441,1.6e-05,-1.6e-05,0.91,0.21,-0.22,0.91,0.21,-0.22,1.443,0.11,-0.057,0.04613,0.00065,-0.00065,0.0,,
KELT-15 b,KELT-15,Transit,3.329475,4e-06,-4e-06,,,,,,,,,,,,,,,
KELT-15 b,KELT-15,Transit,3.32944,1.6e-05,-1.6e-05,1.31,0.43,-0.43,,,,1.74,0.2,-0.2,,,,0.0,,
KELT-16 b,KELT-16,Transit,0.96899328,1.9e-07,-1.9e-07,,,,,,,,,,,,,,,
KELT-16 b,KELT-16,Transit,0.9689951,2.4e-06,-2.4e-06,2.75,0.16,-0.15,2.74,0.15,-0.15,1.415,0.084,-0.067,0.02044,0.00024,-0.00026,0.0,,
KELT-16 b,KELT-16,Transit,0.9689943,7e-07,-7e-07,,,,,,,1.592,0.072,-0.072,,,,,,
KELT-18 b,KELT-18,Transit,2.8717518,2.8e-06,-2.8e-06,1.18,0.11,-0.11,1.18,0.11,-0.11,1.57,0.042,-0.036,0.0455,0.00067,-0.00069,0.0,,
KELT-18 b,KELT-18,Transit,2.8716992,1.3e-06,-1.3e-06,,,,,,,,,,,,,,,
KELT-18 b,KELT-18,Transit,2.8716968,9e-07,-9e-07,,,,,,,1.635,0.067,-0.067,,,,,,
KELT-18 b,KELT-18,Transit,2.8717023,1.9e-06,-1.9e-06,,,,,,,,,,,,,,,
KELT-19 A b,KELT-19 A,Transit,4.6117328,1.9e-06,-1.9e-06,,,,,,,1.677,0.06,-0.06,,,,,,
KELT-19 A b,KELT-19 A,Transit,4.6117093,8.8e-06,-8.8e-06,4.07,,,4.05,,,1.91,0.11,-0.11,0.0637,0.0031,-0.0027,,,
KELT-2 A b,KELT-2 A,Transit,4.113791,1e-05,-1e-05,1.527,0.087,-0.088,,,,1.29,0.064,-0.05,0.05497,0.00037,-0.00037,0.081,,
KELT-2 A b,KELT-2 A,Transit,4.11379,1e-05,-1e-05,1.7,0.22,-0.22,,,,1.35,0.08,-0.08,,,,0.0,,
KELT-2 A b,KELT-2 A,Transit,4.113769,2.1e-05,-2.1e-05,,,,,,,1.301,0.06,-0.06,,,,,,
KELT-2 A b,KELT-2 A,Transit,4.1137912,1e-05,-9.9e-06,1.522,0.078,-0.077,,,,1.286,0.065,-0.047,0.05496,0.00039,-0.00036,0.0,,
KELT-23 A b,KELT-23 A,Transit,2.2552876,2e-07,-2e-07,,,,,,,1.318,0.063,-0.063,,,,,,
KELT-23 A b,KELT-23 A,Transit,2.255251,1.1e-05,-1.2e-05,0.938,0.048,-0.044,0.935,0.048,-0.044,1.323,0.025,-0.025,0.03302,0.00068,-0.00064,0.0,,
KELT-23 A b,KELT-23 A,Transit,2.25528783,6.8e-07,-6.8e-07,,,,,,,,,,,,,,,
KELT-3 b,KELT-3,Transit,2.70339,1e-05,-1e-05,1.478,0.063,-0.062,,,,1.345,0.072,-0.072,0.04123,0.00066,-0.00066,0.035,,
KELT-3 b,KELT-3,Transit,2.7033878,1e-06,-1e-06,,,,,,,,,,,,,,,
KELT-3 b,KELT-3,Transit,2.7033904,9.9e-06,-1e-05,1.477,0.066,-0.064,1.47,0.065,-0.064,1.345,0.072,-0.072,0.04122,0.00066,-0.00067,0.0,,
KELT-3 b,KELT-3,Transit,2.7033942,5.1e-06,-5.1e-06,,,,,,,1.492,0.08,-0.08,,,,,,
KELT-3 b,KELT-3,Transit,2.70339,1e-05,-1e-05,1.94,0.33,-0.33,,,,1.56,0.11,-0.11,,,,0.0,,
KELT-3 b,KELT-3,Transit,2.703385,1.8e-06,-1.8e-06,,,,,,,,,,,,,,,
KELT-4 A b,KELT-4 A,Transit,2.9895092,5.15e-05,-5.15e-05,,,,,,,1.679,0.067,-0.067,,,,,,
KELT-4 A b,KELT-4 A,Transit,2.9895932,4.9e-06,-4.9e-06,0.902,0.06,-0.059,0.896,0.06,-0.058,1.699,0.046,-0.045,0.04317,0.00079,-0.00074,0.0,,
KELT-9 b,KELT-9,Transit,1.4811235,1.1e-06,-1.1e-06,2.88,0.84,-0.84,,,,1.891,0.061,-0.053,0.03462,0.0011,-0.00093,0.0,,
KELT-9 b,KELT-9,Transit,,,,2.44,0.7,-0.7,,,,1.783,0.009,-0.009,,,,,,
KELT-9 b,KELT-9,Transit,1.48113906,3.9e-07,-3.9e-07,,,,,,,1.813,0.047,-0.047,,,,,,
KIC 5095269 b,KIC 5095269,Eclipse Timing Variations,237.68977,0.08237,-0.08237,7.693,0.054,-0.054,,,,,,,0.8,0.005,-0.005,0.0603,0.0021,-0.0021
KIC 5951458 b,KIC 5951458,Transit,1320.1,12401.8,-152.5,,,,,,,0.589,2.346,-0.375,,,,,,
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,Microlensing,,,,6.4,2.64,-2.78,,,,,,,,,,,,
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,Microlensing,,,,,,,,,,,,,,,,,,
KOI-1257 b,KOI-1257,Transit,86.64764448,4.403e-05,-4.403e-05,,,,,,,,,,,,,,,
KOI-1257 b,KOI-1257,Transit,86.64764448,4.403e-05,-4.403e-05,,,,,,,,,,0.3786,,,0.0,,
KOI-1257 b,KOI-1257,Transit,86.647661,3.4e-05,-3.4e-05,1.45,0.35,-0.35,,,,0.94,0.12,-0.12,0.382,0.006,-0.006,0.772,0.045,-0.045
KOI-1257 b,KOI-1257,Transit,86.64774,0.00013,-0.00013,,,,,,,,,,0.355,,,0.0,,
KOI-1257 b,KOI-1257,Transit,86.64763676,4.334e-05,-4.334e-05,,,,,,,,,,0.3529,,,0.0,,
KOI-1257 b,KOI-1257,Transit,86.64766384,4.3e-07,-4.3e-07,,,,,,,,,,,,,,,
KOI-1257 b,KOI-1257,Transit,86.64767898,3.123e-05,-3.123e-05,,,,,,,,,,,,,,,
KOI-1257 b,KOI-1257,Transit,86.64763676,4.334e-05,-4.334e-05,,,,,,,0.704,0.06,-0.041,,,,,,
KOI-1257 b,KOI-1257,Transit,86.64763676,4.334e-05,-4.334e-05,,,,,,,,,,0.3529,,,0.0,,
KOI-1257 b,KOI-1257,Transit,86.64763676,4.334e-05,-4.334e-05,,,,,,,,,,0.3529,,,0.0,,
KOI-13 b,KOI-13,Transit,1.76358757,1e-08,-1e-08,,,,,,,,,,,,,,,
KOI-13 b,KOI-13,Transit,1.7635877,1e-06,-1e-06,,,,,,,,,,0.038,,,0.0,,
KOI-13 b,KOI-13,Transit,1.7635877,1e-06,-1e-06,,,,,,,2.03,,,0.037,,,,,
KOI-13 b,KOI-13,Transit,1.76358757,3e-08,-3e-08,,,,,,,,,,0.0386,,,0.0,,
KOI-13 b,KOI-13,Transit,1.76358881,6.8e-07,-6.8e-07,,,,,,,,,,,,,,,
KOI-13 b,KOI-13,Transit,1.763588,1e-06,-1e-06,9.28,0.16,-0.16,,,,1.512,0.035,-0.035,0.03641,0.00087,-0.00087,0.00064,0.00012,-0.00016
KOI-13 b,KOI-13,Transit,1.7637,0.0013,-0.0013,9.2,1.1,-1.1,9.2,1.1,-1.1,,,,,,,,,
KOI-13 b,KOI-13,Transit,1.76358754,4e-08,-4e-08,,,,,,,,,,0.0386,,,0.0,,
KOI-13 b,KOI-13,Transit,1.76358757,3e-08,-3e-08,,,,,,,,,,0.0386,,,0.0,,
KOI-13 b,KOI-13,Transit,1.7635892,1.4e-06,-1.4e-06,,,,,,,1.8,,,0.035,,,,,
KOI-13 b,KOI-13,Transit,1.76358757,3e-08,-3e-08,,,,,,,1.521,0.185,-0.244,,,,,,
KOI-13 b,KOI-13,Transit,1.76358747,1e-08,-1e-08,,,,,,,,,,,,,,,
KOI-13 b,KOI-13,Transit,1.76358799,3.7e-07,-3.7e-07,6.515,1.575,-1.575,,,,1.406,0.038,-0.038,,,,,,
KOI-13 b,KOI-13,Transit,1.76358754,4e-08,-4e-08,,,,,,,,,,,,,,,
KOI-13 b,KOI-13,Transit,,,,8.3,1.25,-1.25,,,,1.86,0.003,-0.003,,,,0.05,,
KOI-13 b,KOI-13,Transit,1.76358803,3.7e-07,-3.7e-07,,,,,,,,,,,,,0.00016,4e-05,-4e-05
KOI-13 b,KOI-13,Transit,1.763589,,,,,,,,,1.445,0.016,-0.016,,,,,,
KOI-13 b,KOI-13,Transit,,,,,,,,,,1.573,0.149,-0.133,,,,,,
KOI-13 b,KOI-13,Transit,1.76358757,3e-08,-3e-08,,,,,,,,,,0.0386,,,0.0,,
KOI-94 b,KOI-94,Transit,3.74317556,9.1e-06,-9.1e-06,,,,,,,,,,0.0485,,,0.0,,
KOI-94 b,KOI-94,Transit,3.74317556,9.1e-06,-9.1e-06,,,,,,,0.141,0.029,-0.018,,,,,,
KOI-94 b,KOI-94,Transit,3.74317556,9.1e-06,-9.1e-06,,,,,,,,,,0.0485,,,0.0,,
KOI-94 b,KOI-94,Transit,3.74317556,9.1e-06,-9.1e-06,,,,,,,,,,0.0485,,,0.0,,
KOI-94 b,KOI-94,Transit,3.743208,1.5e-05,-1.5e-05,0.033,0.014,-0.014,,,,0.153,0.014,-0.014,0.05119,0.00067,-0.00067,0.25,0.17,-0.17
KOI-94 b,KOI-94,Transit,3.74316673,5.61e-06,-5.61e-06,,,,,,,,,,0.0488,,,0.0,,
KOI-94 b,KOI-94,Transit,,,,,,,,,,0.139,0.009,-0.006,,,,,,
KOI-94 b,KOI-94,Transit,3.74316673,5.61e-06,-5.61e-06,,,,,,,,,,,,,,,
KOI-94 b,KOI-94,Transit,3.743245,3.1e-05,-3.1e-05,,,,,,,,,,0.051,,,0.0,,
KOI-94 b,KOI-94,Transit,3.74316827,4.68e-06,-4.68e-06,,,,,,,,,,,,,,,
KOI-94 b,KOI-94,Transit,3.74312602,7.13e-06,-7.13e-06,,,,,,,,,,,,,,,
KOI-94 c,KOI-94,Transit,10.42367744,7.17e-06,-7.17e-06,,,,,,,,,,,,,,,
KOI-94 c,KOI-94,Transit,10.42367777,7.16e-06,-7.16e-06,,,,,,,,,,0.096,,,0.0,,
KOI-94 c,KOI-94,Transit,10.42367777,7.16e-06,-7.16e-06,,,,,,,0.332,0.058,-0.037,,,,,,
KOI-94 c,KOI-94,Transit,10.42363688,4.17e-06,-4.17e-06,,,,,,,,,,,,,,,
KOI-94 c,KOI-94,Transit,10.42367777,7.16e-06,-7.16e-06,,,,,,,,,,0.096,,,0.0,,
KOI-94 c,KOI-94,Transit,10.42367744,7.17e-06,-7.17e-06,,,,,,,,,,0.0967,,,0.0,,
KOI-94 c,KOI-94,Transit,10.423648,1.6e-05,-1.6e-05,0.049,0.018,-0.049,,,,0.385,0.037,-0.037,0.1013,0.0013,-0.0013,0.43,0.23,-0.23
KOI-94 c,KOI-94,Transit,10.42368297,1.34e-06,-1.34e-06,,,,,,,,,,,,,,,
KOI-94 c,KOI-94,Transit,10.423707,2.6e-05,-2.6e-05,,,,,,,,,,0.101,,,0.0,,
KOI-94 c,KOI-94,Transit,10.42367777,7.16e-06,-7.16e-06,,,,,,,,,,0.096,,,0.0,,
KOI-94 c,KOI-94,Transit,10.4236892,5.4e-06,-5.4e-06,0.02958,0.00755,-0.00661,,,,,,,,,,,,
KOI-94 c,KOI-94,Transit,10.424,,,0.02454,0.00944,-0.00755,,,,0.339,0.062,-0.054,,,,,,
KOI-94 c,KOI-94,Transit,,,,,,,,,,0.344,0.016,-0.014,,,,,,
KOI-94 d,KOI-94,Transit,22.3430332,0.0052197,-0.0052197,,,,,,,0.983,0.092,-0.092,,,,,,
KOI-94 d,KOI-94,Transit,22.343001,1.1e-05,-1.1e-05,,,,,,,,,,0.168,,,0.0,,
KOI-94 d,KOI-94,Transit,22.34297117,2.6e-06,-2.6e-06,,,,,,,,,,,,,,,
KOI-94 d,KOI-94,Transit,22.34296949,2.7e-07,-2.7e-07,,,,,,,,,,,,,,,
KOI-94 d,KOI-94,Transit,22.34296958,3.31e-06,-3.31e-06,,,,,,,,,,0.1596,,,0.0,,
KOI-94 d,KOI-94,Transit,22.34296958,3.31e-06,-3.31e-06,,,,,,,,,,0.1596,,,0.0,,
KOI-94 d,KOI-94,Transit,22.34296483,3.4e-06,-3.4e-06,,,,,,,,,,,,,,,
KOI-94 d,KOI-94,Transit,22.34296958,3.31e-06,-3.31e-06,,,,,,,0.888,0.157,-0.1,,,,,,
KOI-94 d,KOI-94,Transit,22.34296958,3.31e-06,-3.31e-06,,,,,,,,,,0.1596,,,0.0,,
KOI-94 d,KOI-94,Transit,22.342971,4e-06,-4e-06,,,,,,,,,,,,,,,
KOI-94 d,KOI-94,Transit,,,,,,,,,,0.926,0.04,-0.038,,,,,,
KOI-94 d,KOI-94,Transit,22.343,,,0.18375,0.03744,-0.00189,,,,0.901,0.152,-0.143,,,,,,
KOI-94 d,KOI-94,Transit,22.342989,6.7e-06,-6.7e-06,0.334,0.035,-0.035,,,,1.005,0.095,-0.095,0.1684,0.0022,-0.0022,0.022,0.038,-0.038
KOI-94 d,KOI-94,Transit,22.3429704,3.6e-06,-3.6e-06,0.16392,0.02171,-0.02234,,,,,,,,,,,,
KOI-94 d,KOI-94,Transit,22.34296483,3.4e-06,-3.4e-06,,,,,,,,,,0.1607,,,0.0,,
KOI-94 e,KOI-94,Transit,54.31993,0.00012,-0.00012,,,,,,,,,,0.305,,,0.0,,
KOI-94 e,KOI-94,Transit,54.31998605,3.603e-05,-3.603e-05,,,,,,,0.525,0.095,-0.059,,,,,,
KOI-94 e,KOI-94,Transit,54.31998605,3.603e-05,-3.603e-05,,,,,,,,,,0.2885,,,0.0,,
KOI-94 e,KOI-94,Transit,54.31998605,3.603e-05,-3.603e-05,,,,,,,,,,0.2885,,,0.0,,
KOI-94 e,KOI-94,Transit,54.31998605,3.603e-05,-3.603e-05,,,,,,,,,,0.2885,,,0.0,,
KOI-94 e,KOI-94,Transit,54.31996151,3.391e-05,-3.391e-05,,,,,,,,,,,,,,,
KOI-94 e,KOI-94,Transit,54.32031,0.00012,-0.00012,0.11,0.057,-0.088,,,,0.585,0.055,-0.055,0.3046,0.004,-0.004,0.019,0.23,-0.23
KOI-94 e,KOI-94,Transit,54.32009167,3.067e-05,-3.067e-05,,,,,,,,,,,,,,,
KOI-94 e,KOI-94,Transit,54.3199815,4.14e-06,-4.14e-06,,,,,,,,,,,,,,,
KOI-94 e,KOI-94,Transit,,,,,,,,,,0.563,0.024,-0.026,,,,,,
KOI-94 e,KOI-94,Transit,54.319832,3.5e-05,-3.5e-05,0.0409,0.00787,-0.00661,,,,,,,,,,,,
KOI-94 e,KOI-94,Transit,54.31996151,3.391e-05,-3.391e-05,,,,,,,,,,0.2906,,,0.0,,
Kepler-1008 b,Kepler-1008,Transit,12.43931193,2.837e-05,-2.837e-05,,,,,,,,,,0.102,,,0.0,,
Kepler-1008 b,Kepler-1008,Transit,12.43929428,5.267e-05,-5.267e-05,,,,,,,,,,,,,,,
Kepler-1008 b,Kepler-1008,Transit,,,,,,,,,,0.111,0.028,-0.009,,,,,,
Kepler-1008 b,Kepler-1008,Transit,12.43931689,2.99e-06,-2.99e-06,,,,,,,,,,,,,,,
Kepler-1008 b,Kepler-1008,Transit,12.43929428,5.267e-05,-5.267e-05,,,,,,,,,,0.0951,,,0.0,,
Kepler-1008 b,Kepler-1008,Transit,12.43931193,2.837e-05,-2.837e-05,,,,,,,,,,0.102,,,0.0,,
Kepler-1008 b,Kepler-1008,Transit,12.43931193,2.837e-05,-2.837e-05,,,,,,,,,,0.102,,,0.0,,
Kepler-1008 b,Kepler-1008,Transit,12.439517,8.8e-05,-8.8e-05,,,,,,,,,,0.102,,,0.0,,
Kepler-1008 b,Kepler-1008,Transit,12.43931336,2.847e-05,-2.847e-05,,,,,,,,,,,,,,,
Kepler-1008 b,Kepler-1008,Transit,12.43931193,2.837e-05,-2.837e-05,,,,,,,0.114,0.006,-0.004,,,,,,
Kepler-1027 b,Kepler-1027,Transit,1.90781434,2.93e-06,-2.93e-06,,,,,,,,,,,,,,,
Kepler-1027 b,Kepler-1027,Transit,1.9078086,9.5e-06,-9.5e-06,,,,,,,,,,0.03,,,0.0,,
Kepler-1027 b,Kepler-1027,Transit,1.9078052,2.46e-06,-2.46e-06,,,,,,,,,,0.0296,,,0.0,,
Kepler-1027 b,Kepler-1027,Transit,,,,,,,,,,0.113,0.005,-0.007,,,,,,
Kepler-1027 b,Kepler-1027,Transit,1.90780645,1.9e-06,-1.9e-06,,,,,,,,,,,,,,,
Kepler-1027 b,Kepler-1027,Transit,1.9078052,2.46e-06,-2.46e-06,,,,,,,,,,0.0296,,,0.0,,
Kepler-1027 b,Kepler-1027,Transit,1.90781068,3.17e-06,-3.17e-06,,,,,,,,,,0.0295,,,0.0,,
Kepler-1027 b,Kepler-1027,Transit,1.9078052,2.46e-06,-2.46e-06,,,,,,,0.079,0.004,-0.002,,,,,,
Kepler-1027 b,Kepler-1027,Transit,1.90781068,3.17e-06,-3.17e-06,,,,,,,,,,,,,,,
Kepler-1027 b,Kepler-1027,Transit,1.9078052,2.46e-06,-2.46e-06,,,,,,,,,,0.0296,,,0.0,,
Kepler-104 b,Kepler-104,Transit,11.42754563,8.59e-06,-8.59e-06,,,,,,,0.211,0.021,-0.016,,,,,,
Kepler-104 b,Kepler-104,Transit,,,,,,,,,,0.221,0.009,-0.012,,,,,,
Kepler-104 b,Kepler-104,Transit,11.42754338,9.5e-07,-9.5e-07,,,,,,,,,,,,,,,
Kepler-104 b,Kepler-104,Transit,11.427548,1.5e-05,-1.5e-05,,,,,,,0.277,0.047,-0.047,0.094,,,,,
Kepler-104 b,Kepler-104,Transit,11.42754563,8.59e-06,-8.59e-06,,,,,,,,,,0.0928,,,0.0,,
Kepler-104 b,Kepler-104,Transit,11.42754563,8.59e-06,-8.59e-06,,,,,,,,,,0.0928,,,0.0,,
Kepler-104 b,Kepler-104,Transit,11.427512,3.6e-05,-3.6e-05,,,,,,,,,,0.092,,,0.0,,
Kepler-104 b,Kepler-104,Transit,11.42755098,8.15e-06,-8.15e-06,,,,,,,,,,0.0964,,,0.0,,
Kepler-104 b,Kepler-104,Transit,11.42747893,6.94e-06,-6.94e-06,,,,,,,,,,,,,,,
Kepler-104 b,Kepler-104,Transit,11.42754563,8.59e-06,-8.59e-06,,,,,,,,,,0.0928,,,0.0,,
Kepler-104 b,Kepler-104,Transit,11.428,,,0.062,0.046,-0.039,,,,0.279,0.046,-0.062,,,,,,
Kepler-104 b,Kepler-104,Transit,11.42755098,8.15e-06,-8.15e-06,,,,,,,,,,,,,,,
Kepler-104 c,Kepler-104,Transit,23.66836427,2.984e-05,-2.984e-05,,,,,,,,,,0.1507,,,0.0,,
Kepler-104 c,Kepler-104,Transit,23.66834635,3.003e-05,-3.003e-05,,,,,,,,,,,,,,,
Kepler-104 c,Kepler-104,Transit,23.66836427,2.984e-05,-2.984e-05,,,,,,,,,,0.1507,,,0.0,,
